reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,_merge_source_path,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
MDR_00084,microbe_to_disease,结直肠癌（CRC）,Parvimonas micra,微小微单胞菌,parvimonasmicra,Parvimonas,species,↑ 增加,increase,致病,risk,increase,inhibit,high,口腔来源的机会致病菌，在CRC中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00085,microbe_to_disease,结直肠癌（CRC）,Peptostreptococcus anaerobius,厌氧消化链球菌,peptostreptococcusanaerobius,Peptostreptococcus,species,↑ 增加,increase,致病,risk,increase,inhibit,high,与CRC发生发展相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00086,microbe_to_disease,结直肠癌（CRC）,Streptococcus anginosus,咽峡炎链球菌,streptococcusanginosus,Streptococcus,species,↑ 增加,increase,致病,risk,increase,inhibit,high,与CRC相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00087,microbe_to_disease,结直肠癌（CRC）,Desulfovibrio desulfuricans,脱硫弧菌,desulfovibriodesulfuricans,Desulfovibrio,species,↑ 增加,increase,致病,risk,increase,inhibit,high,产硫化氢，具细胞毒性,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00088,microbe_to_disease,结直肠癌（CRC）,Escherichia coli（pks+菌株）,产colibactin大肠杆菌,escherichiacolipks菌株,Escherichia,species,↑ 增加,increase,致病,risk,increase,inhibit,high,携带聚酮合酶基因岛，产生colibactin致DNA损伤,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00089,microbe_to_disease,结直肠癌（CRC）,Clostridium symbiosum,共生梭菌,clostridiumsymbiosum,Clostridium,species,↑ 增加,increase,致病,risk,increase,inhibit,high,机会致病菌，CRC中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00090,microbe_to_disease,结直肠癌（CRC）,Alistipes spp.（部分菌种）,另枝菌属（部分菌种）,alistipesspp部分菌种,Alistipes,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,部分菌种在CRC中富集，作用待明确,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00091,microbe_to_disease,肠易激综合征（IBS）,整体菌群多样性,—,整体菌群多样性,整体菌群多样性,genus,↓ 减少,decrease,保护缺失,protective,decrease,promote,high,菌群多样性降低是IBS的常见特征,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00092,microbe_to_disease,系统性红斑狼疮（SLE）,Ruminococcus gnavus,活泼瘤胃球菌,ruminococcusgnavus,Ruminococcus,species,↑ 增加,increase,致病,risk,increase,inhibit,high,与狼疮肾炎（LN）疾病 flares 密切相关，在近半数 LN 患者 flares 期间出现肠道扩张（blooms）；表达高免疫原性脂聚糖，诱导血清IgG2抗体应答,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00093,microbe_to_disease,系统性红斑狼疮（SLE）,Veillonella spp.,韦荣球菌属,veillonellaspp,Veillonella,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,在SLE患者肠道中出现短暂性扩张，可能源于口腔易位,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00094,microbe_to_disease,系统性红斑狼疮（SLE）,Fusobacterium spp.,梭杆菌属,fusobacteriumspp,Fusobacterium,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,机会致病菌，在SLE患者肠道中出现短暂性扩张,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00095,microbe_to_disease,系统性红斑狼疮（SLE）,Akkermansia muciniphila,嗜黏蛋白阿克曼菌,akkermansiamuciniphila,Akkermansia,species,↓ 减少（治疗前）,decrease,保护,protective,decrease,promote,high,在SLE小鼠模型中，补充该菌可降低IL-6和IL-17，增加IL-10，恢复肠道屏障完整性，改善肾功能,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00096,microbe_to_disease,系统性红斑狼疮（SLE）,Lactobacillus plantarum,植物乳杆菌,lactobacillusplantarum,Lactobacillus,species,↓ 减少（治疗前）,decrease,保护,protective,decrease,promote,high,在SLE小鼠模型中，补充该菌可降低炎症因子，恢复肠道屏障，改善肾功能,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00097,microbe_to_disease,系统性红斑狼疮（SLE）,整体菌群多样性,—,整体菌群多样性,整体菌群多样性,genus,↓ 减少,decrease,保护,protective,decrease,promote,high,SLE患者肠道菌群α多样性降低，β多样性显著偏离健康对照，菌群时间稳定性差,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00098,microbe_to_disease,类风湿关节炎（RA）,Prevotella copri,普雷沃氏菌,prevotellacopri,Prevotella,species,↑ 增加,increase,致病,risk,increase,inhibit,high,在新发未治疗RA患者中显著富集；携带铁转运蛋白等毒力基因；联合高纤维饮食可致富马酸、琥珀酸过量产生，促进巨噬细胞炎症反应，加剧关节炎,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00099,microbe_to_disease,类风湿关节炎（RA）,Prevotella copri RA株,普雷沃氏菌RA株,prevotellacoprira株,Prevotella,species,↑ 增加,increase,致病,risk,increase,inhibit,high,从RA患者粪便中分离的特异性菌株，定植后加剧胶原诱导性关节炎（CIA）模型中的炎症,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00100,microbe_to_disease,类风湿关节炎（RA）,Bacteroides spp.,拟杆菌属,bacteroidesspp,Bacteroides,genus,↓ 减少,decrease,保护,protective,decrease,promote,high,维持肠道稳态的关键菌属，在RA患者中丰度降低,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00101,microbe_to_disease,类风湿关节炎（RA）,cluster XIV Clostridia,XIV族梭菌,clusterxivclostridia,cluster,species,↓ 减少,decrease,保护,protective,decrease,promote,high,产丁酸菌群，在RA患者中丰度降低，与免疫耐受维持相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00102,microbe_to_disease,多发性硬化（MS）,Bifidobacterium adolescentis,青春双歧杆菌,bifidobacteriumadolescentis,Bifidobacterium,species,↓ 减少,decrease,保护,protective,decrease,promote,high,与A. muciniphila的比值（BA:AM）降低是MS患者的微生物标志物，与疾病严重程度相关,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00103,microbe_to_disease,多发性硬化（MS）,Akkermansia muciniphila,嗜黏蛋白阿克曼菌,akkermansiamuciniphila,Akkermansia,species,↑ 增加（相对）,increase,致病（相对）,risk,increase,inhibit,high,BA:AM比值降低（即AM相对增多）是MS的微生物特征,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00104,microbe_to_disease,多发性硬化（MS）,Prevotella spp.,普雷沃氏菌属,prevotellaspp,Prevotella,genus,↓ 减少,decrease,保护,protective,decrease,promote,high,与免疫调节相关的菌属，在MS患者中减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00105,microbe_to_disease,多发性硬化（MS）,Pseudomonas spp.,假单胞菌属,pseudomonasspp,Pseudomonas,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,与炎症信号相关的菌属，在MS患者中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00106,microbe_to_disease,多发性硬化（MS）,Haemophilus spp.,嗜血杆菌属,haemophilusspp,Haemophilus,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,在MS患者中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00107,microbe_to_disease,多发性硬化（MS）,Blautia spp.,布劳特氏菌属,blautiaspp,Blautia,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,在MS患者中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00108,microbe_to_disease,多发性硬化（MS）,Dorea spp.,多雷亚菌属,doreaspp,Dorea,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,在MS患者中富集,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00109,microbe_to_disease,多发性硬化（MS）,Parabacteroides spp.,副拟杆菌属,parabacteroidesspp,Parabacteroides,genus,↓ 减少,decrease,保护,protective,decrease,promote,high,在MS患者中减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00110,microbe_to_disease,多发性硬化（MS）,Adlercreutzia spp.,阿德勒克罗伊茨菌属,adlercreutziaspp,Adlercreutzia,genus,↓ 减少,decrease,保护,protective,decrease,promote,high,在MS患者中减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00111,microbe_to_disease,多发性硬化（MS）,Candida spp.,念珠菌属,candidaspp,Candida,genus,↑ 增加,increase,致病,risk,increase,inhibit,high,MS患者肠道真菌组中念珠菌属增加，真菌/细菌比值升高,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00112,microbe_to_disease,多发性硬化（MS）,Saccharomyces spp.,酵母菌属,saccharomycesspp,Saccharomyces,genus,↓ 减少,decrease,保护,protective,decrease,promote,high,MS患者肠道真菌组中酵母菌属减少,disease_microbe_dictionary,data/reference/disease_microbe_dictionary.csv,,,,,,,,,,,,
MDR_00113,gutm_disorder_human_phenotype,克罗恩病（CD）,Blautia,,blautia,Blautia,genus,increase; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=29194468; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29194468,PRJNA450340,2.0,0.0,1.0,0.0,Health,Crohn Disease/Health,D003424,D006262,literature_human_phenotype;raw_human_phenotype
MDR_00114,gutm_disorder_human_phenotype,克罗恩病（CD）,Burkholderiales,,burkholderiales,Burkholderiales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA232056; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA232056,1.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262,raw_human_phenotype
MDR_00115,gutm_disorder_human_phenotype,克罗恩病（CD）,Clostridia,,clostridia,Clostridia,class,decrease; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA232056,PRJNA398089; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA232056;PRJNA398089,2.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262;D009765,raw_human_phenotype
MDR_00116,gutm_disorder_human_phenotype,克罗恩病（CD）,Clostridiaceae,,clostridiaceae,Clostridiaceae,family,decrease; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA232056,PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA232056;PRJNA450340,2.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262,raw_human_phenotype
MDR_00117,gutm_disorder_human_phenotype,克罗恩病（CD）,Clostridium sensu stricto 1,,clostridiumsensustricto1,Clostridium,genus,decrease; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA232056,PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA232056;PRJNA450340,2.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262,raw_human_phenotype
MDR_00118,gutm_disorder_human_phenotype,克罗恩病（CD）,Coriobacteriales,,coriobacteriales,Coriobacteriales,order,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262,raw_human_phenotype
MDR_00119,gutm_disorder_human_phenotype,克罗恩病（CD）,Coriobacteriia,,coriobacteriia,Coriobacteriia,class,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262,raw_human_phenotype
MDR_00120,gutm_disorder_human_phenotype,克罗恩病（CD）,Enterobacterales,,enterobacterales,Enterobacterales,order,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA398089,PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA398089;PRJNA450340,2.0,0.0,0.0,0.0,Health,Crohn Disease/Health,D003424,D006262;D009765,raw_human_phenotype
MDR_00121,gutm_disorder_human_phenotype,克罗恩病（CD）,Enterobacteriaceae,,enterobacteriaceae,Enterobacteriaceae,family,increase; dominant_evidence=3; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=28222161; dominant_projects=PRJNA398089,PRJNA450340; comparators=Health; Unaffected blood relatives of children with Crohn’s disease; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,28222161,PRJNA398089;PRJNA450340,3.0,0.0,1.0,0.0,Health;Unaffected blood relatives of children with Crohn’s disease,Crohn Disease/Health;First-degree relatives of children with Crohn’s disease/Unaffected blood relatives of children with Crohn’s disease,*;D003424,*;D006262;D009765,literature_human_phenotype;raw_human_phenotype
MDR_00122,gutm_disorder_human_phenotype,克罗恩病（CD）,Enterococcus,,enterococcus,Enterococcus,genus,increase; dominant_evidence=7; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=17897884,23276768,26789999,27207975,28222161; dominant_projects=PRJNA398089,PRJNA450340; comparators=Cholangitis, Sclerosing; Health; Unaffected blood relatives of children with Crohn’s disease; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,17897884;23276768;26789999;27207975;28222161,PRJNA398089;PRJNA450340,7.0,0.0,5.0,0.0,"Cholangitis, Sclerosing;Health;Unaffected blood relatives of children with Crohn’s disease","Active Crohn disease/Health;Cholangitis, Sclerosing;Crohn's disease/Cholangitis, Sclerosing;Crohn Disease/Health;First-degree relatives of children with Crohn’s disease/Unaffected blood relatives of children with Crohn’s disease",*;D003424;D015209;D003424,*;D006262;D009765;D015209,literature_human_phenotype;raw_human_phenotype
