nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,matched_taxon_uri,matched_taxon_name,matched_query_name,strain_match_level,uniprot_accession,uniprot_protein_uri,uniprot_organism_name,uniprot_protein_name,ec_number,reviewed,enzyme_id,enzyme_name,annotation_match_mode
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S350,http://purl.uniprot.org/uniprot/A0A078S350,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S3E3,http://purl.uniprot.org/uniprot/A0A078S3E3,Bacteroides uniformis str. 3978 T3 ii,beta-glucosidase,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S3K3,http://purl.uniprot.org/uniprot/A0A078S3K3,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S3K3,http://purl.uniprot.org/uniprot/A0A078S3K3,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S3U5,http://purl.uniprot.org/uniprot/A0A078S3U5,Bacteroides uniformis str. 3978 T3 ii,protein-tyrosine-phosphatase,3.1.3.48,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S3U8,http://purl.uniprot.org/uniprot/A0A078S3U8,Bacteroides uniformis str. 3978 T3 ii,alpha-L-rhamnosidase,3.2.1.40,False,ENZ008,alpha_rhamnosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S496,http://purl.uniprot.org/uniprot/A0A078S496,Bacteroides uniformis str. 3978 T3 ii,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S498,http://purl.uniprot.org/uniprot/A0A078S498,Bacteroides uniformis str. 3978 T3 ii,phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S4C6,http://purl.uniprot.org/uniprot/A0A078S4C6,Bacteroides uniformis str. 3978 T3 ii,,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S520,http://purl.uniprot.org/uniprot/A0A078S520,Bacteroides uniformis str. 3978 T3 ii,beta-glucosidase,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S523,http://purl.uniprot.org/uniprot/A0A078S523,Bacteroides uniformis str. 3978 T3 ii,,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S569,http://purl.uniprot.org/uniprot/A0A078S569,Bacteroides uniformis str. 3978 T3 ii,"D,D-heptose 1,7-bisphosphate phosphatase",3.1.3.-,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5F9,http://purl.uniprot.org/uniprot/A0A078S5F9,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5F9,http://purl.uniprot.org/uniprot/A0A078S5F9,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5H0,http://purl.uniprot.org/uniprot/A0A078S5H0,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5H0,http://purl.uniprot.org/uniprot/A0A078S5H0,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5J6,http://purl.uniprot.org/uniprot/A0A078S5J6,Bacteroides uniformis str. 3978 T3 ii,Omega-amidase YafV,3.5.1.3,False,ENZ006,amidase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5M2,http://purl.uniprot.org/uniprot/A0A078S5M2,Bacteroides uniformis str. 3978 T3 ii,"Fructose-1,6-bisphosphatase class 3",3.1.3.11,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S5U9,http://purl.uniprot.org/uniprot/A0A078S5U9,Bacteroides uniformis str. 3978 T3 ii,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S656,http://purl.uniprot.org/uniprot/A0A078S656,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S656,http://purl.uniprot.org/uniprot/A0A078S656,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S699,http://purl.uniprot.org/uniprot/A0A078S699,Bacteroides uniformis str. 3978 T3 ii,Multifunctional fusion protein,3.5.1.108,False,ENZ006,amidase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S6D7,http://purl.uniprot.org/uniprot/A0A078S6D7,Bacteroides uniformis str. 3978 T3 ii,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S6E6,http://purl.uniprot.org/uniprot/A0A078S6E6,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S6E6,http://purl.uniprot.org/uniprot/A0A078S6E6,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S6N6,http://purl.uniprot.org/uniprot/A0A078S6N6,Bacteroides uniformis str. 3978 T3 ii,exo-alpha-sialidase,3.2.1.18,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S723,http://purl.uniprot.org/uniprot/A0A078S723,Bacteroides uniformis str. 3978 T3 ii,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078S7D1,http://purl.uniprot.org/uniprot/A0A078S7D1,Bacteroides uniformis str. 3978 T3 ii,1-phosphatidylinositol phosphodiesterase,4.6.1.13,False,ENZ005,carboxylesterase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SA95,http://purl.uniprot.org/uniprot/A0A078SA95,Bacteroides uniformis str. 3978 T3 ii,5'-nucleotidase SurE,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SI95,http://purl.uniprot.org/uniprot/A0A078SI95,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SI95,http://purl.uniprot.org/uniprot/A0A078SI95,Bacteroides uniformis str. 3978 T3 ii,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SJR1,http://purl.uniprot.org/uniprot/A0A078SJR1,Bacteroides uniformis str. 3978 T3 ii,UDP-3-O-acyl-N-acetylglucosamine deacetylase,3.5.1.108,False,ENZ006,amidase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SJR1,http://purl.uniprot.org/uniprot/A0A078SJR1,Bacteroides uniformis str. 3978 T3 ii,UDP-3-O-acyl-N-acetylglucosamine deacetylase,3.5.1.108,False,ENZ013,deacetylase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SKY2,http://purl.uniprot.org/uniprot/A0A078SKY2,Bacteroides uniformis str. 3978 T3 ii,6-phosphogluconolactonase,3.1.1.31,False,ENZ005,carboxylesterase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SLT0,http://purl.uniprot.org/uniprot/A0A078SLT0,Bacteroides uniformis str. 3978 T3 ii,Beta-glucuronidase,3.2.1.31,False,ENZ001,beta_glucuronidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SPC9,http://purl.uniprot.org/uniprot/A0A078SPC9,Bacteroides uniformis str. 3978 T3 ii,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SPT0,http://purl.uniprot.org/uniprot/A0A078SPT0,Bacteroides uniformis str. 3978 T3 ii,phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SSP7,http://purl.uniprot.org/uniprot/A0A078SSP7,Bacteroides uniformis str. 3978 T3 ii,alpha-L-rhamnosidase,3.2.1.40,False,ENZ008,alpha_rhamnosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SSY9,http://purl.uniprot.org/uniprot/A0A078SSY9,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0A078SSY9,http://purl.uniprot.org/uniprot/A0A078SSY9,Bacteroides uniformis str. 3978 T3 ii,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N4V1,http://purl.uniprot.org/uniprot/A0ABC9N4V1,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),Glutaminase,3.5.1.2,False,ENZ006,amidase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N4W2,http://purl.uniprot.org/uniprot/A0ABC9N4W2,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),NAD(+) diphosphatase,3.6.1.22,False,ENZ014,phosphatase,name_keyword
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N558,http://purl.uniprot.org/uniprot/A0ABC9N558,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),Imidazole glycerol phosphate synthase subunit HisH,3.5.1.2,False,ENZ006,amidase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N582,http://purl.uniprot.org/uniprot/A0ABC9N582,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),Formyltetrahydrofolate deformylase,3.5.1.10,False,ENZ006,amidase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N5A9,http://purl.uniprot.org/uniprot/A0ABC9N5A9,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N5I4,http://purl.uniprot.org/uniprot/A0ABC9N5I4,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),beta-glucosidase,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N5Q9,http://purl.uniprot.org/uniprot/A0ABC9N5Q9,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),Peptidyl-tRNA hydrolase,3.1.1.29,False,ENZ005,carboxylesterase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N5U5,http://purl.uniprot.org/uniprot/A0ABC9N5U5,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),Histidine biosynthesis bifunctional protein HisB,3.1.3.15,False,ENZ014,phosphatase,ec_prefix
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,same_species,A0ABC9N628,http://purl.uniprot.org/uniprot/A0ABC9N628,Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061),Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
